%time,field.x,field.y,field.z
1544964835526566039,1.66767263412,1.4673037529,0.695678472519
1544964835535291006,1.63423883915,1.47964727879,0.668316483498
1544964835585697803,1.6342253685,1.4794113636,0.671563088894
1544964835627481336,1.63416683674,1.47918188572,0.67463183403
1544964835680052660,1.6193600893,1.48661279678,0.654904186726
1544964835729653554,1.61926329136,1.48641657829,0.657937824726
1544964835777927279,1.61916661263,1.48622047901,0.660971462727
1544964835828446662,1.61921298504,1.48597657681,0.664199352264
1544964835877866232,1.61916053295,1.48576569557,0.667293071747
1544964835927878671,1.61924827099,1.48552894592,0.67055606842
1544964835978733621,1.59529316425,1.49916267395,0.632112562656
1544964836029068277,1.59517359734,1.49900531769,0.635069787502
1544964836077942233,1.59528958797,1.49879717827,0.638351678848
1544964836129940891,1.66816914082,1.4477468729,0.734703481197
1544964836178244065,1.6684858799,1.44732379913,0.738226652145
1544964836227935271,1.66851603985,1.44717776775,0.741471886635
1544964836280797525,1.65261018276,1.4632434845,0.702250540257
1544964836330375470,1.65268743038,1.4630767107,0.705455482006
1544964836377812029,1.65414214134,1.4658960104,0.695739209652
1544964836427725227,1.65422928333,1.46573340893,0.698889434338
1544964836478705682,1.65433251858,1.46555316448,0.702031910419
1544964836529431339,1.64702343941,1.47970807552,0.674027264118
1544964836578714806,1.647113204,1.47954690456,0.677179515362
1544964836628248385,1.64718496799,1.47942471504,0.680217385292
1544964836680824648,1.55737733841,1.5374481678,0.551744759083
1544964836727489052,1.55709218979,1.53755879402,0.55428558588
1544964836779749487,1.55680704117,1.53766942024,0.556826472282
1544964836838362846,1.59201812744,1.51824641228,0.597653627396
1544964836879619990,1.59205031395,1.51817846298,0.600567817688
1544964836928972663,1.59208250046,1.51811051369,0.60348200798
1544964836979920416,1.63926041126,1.48575878143,0.668769776821
1544964837027763611,1.63955032825,1.48551559448,0.671983897686
1544964837079261969,1.63967394829,1.4853925705,0.674793958664
1544964837129917255,1.62934827805,1.50562345982,0.623256325722
1544964837179020904,1.62952661514,1.50552618504,0.626051723957
1544964837227783366,1.62960469723,1.50539898872,0.628861606121
1544964837279830580,1.63130831718,1.48162567616,0.679797112942
1544964837329632015,1.63139414787,1.48147785664,0.682647526264
1544964837377398049,1.63151896,1.48127830029,0.685621857643
1544964837427975537,1.69709444046,1.44401323795,0.757214605808
1544964837479528520,1.69718968868,1.44385278225,0.760045409203
1544964837531198825,1.65967655182,1.47107899189,0.700771987438
1544964837579588701,1.65973258018,1.47090649605,0.70353615284
1544964837629552918,1.65983462334,1.470739007,0.706329226494
1544964837679102213,1.64730024338,1.49017775059,0.65853446722
1544964837727656589,1.6473351717,1.49001598358,0.661247551441
1544964837777408346,1.64736318588,1.48992300034,0.663821816444
1544964837831529860,1.6256865263,1.48468911648,0.676839768887
1544964837879687592,1.62571847439,1.48454999924,0.679526150227
1544964837927371714,1.62566232681,1.48441827297,0.682186424732
1544964837979988561,1.66645312309,1.46157491207,0.723754584789
1544964838028115766,1.66659796238,1.46135139465,0.726594626904
1544964838079465350,1.66674292088,1.46112787724,0.729434728622
1544964838130159072,1.63093495369,1.47669649124,0.696299493313
1544964838178222678,1.63086295128,1.47658526897,0.698917806149
1544964838230125279,1.63085258007,1.47646963596,0.701547682285
1544964838279407920,1.61396944523,1.49461960793,0.656764686108
1544964838329547738,1.61383473873,1.49459850788,0.65914940834
1544964838379828363,1.61382067204,1.49445164204,0.661806583405
1544964838428989985,1.67949390411,1.47027766705,0.705858767033
1544964838478525285,1.67975580692,1.47008275986,0.70856243372
1544964838533873782,1.67968058586,1.4699857235,0.711162984371
1544964838580731059,1.71341192722,1.43591010571,0.774527609348
1544964838627726435,1.71344852448,1.43582975864,0.77708119154
1544964838679714280,1.65670025349,1.45563054085,0.739959478378
1544964838729580818,1.65665960312,1.45558547974,0.742403388023
1544964838779295407,1.65659368038,1.45548939705,0.744942545891
1544964838828885071,1.65652787685,1.45539331436,0.747481644154
1544964838880537878,1.65647161007,1.4553899765,0.749780476093
1544964838929757457,1.65640854836,1.45532107353,0.752249360085
1544964838980857090,1.60364186764,1.50232124329,0.639662802219
1544964839028661328,1.60338187218,1.50244498253,0.641665160656
1544964839078662453,1.60312199593,1.50256872177,0.643667459488
1544964839128817716,1.59427213669,1.51223361492,0.617370486259
1544964839179200433,1.59403014183,1.51233315468,0.619367778301
1544964839228158749,1.59378826618,1.51243269444,0.621365129948
1544964839280070899,1.57954180241,1.53201651573,0.568676829338
1544964839329722878,1.57927882671,1.53216147423,0.570513904095
1544964839377741486,1.5791529417,1.53217852116,0.572595536709
1544964839429837193,1.58217346668,1.54185426235,0.55263030529
1544964839478676366,1.58197498322,1.54200196266,0.554444313049
1544964839533193984,1.58186662197,1.54204571247,0.556429982185
1544964839579010168,1.63834261894,1.49882793427,0.650047242641
1544964839630163721,1.63825070858,1.49886322021,0.65203076601
1544964839679613448,1.63829302788,1.49880671501,0.654238760471
1544964839730088387,1.68169593811,1.46465563774,0.724842965603
1544964839780086754,1.68156695366,1.46474349499,0.726709723473
1544964839828946652,1.69802844524,1.46167111397,0.725848853588
1544964839879725384,1.69824492931,1.46153628826,0.728142559528
1544964839928098192,1.69807088375,1.46169400215,0.729682564735
1544964839980171143,1.58368062973,1.52922666073,0.575032174587
1544964840031591557,1.58349847794,1.52937555313,0.576354086399
1544964840078716662,1.58308029175,1.52964794636,0.57755959034
1544964840128367446,1.63608705997,1.47568035126,0.679969072342
1544964840180227408,1.6359462738,1.47581958771,0.681197881699
1544964840229795449,1.63583910465,1.47583627701,0.682789385319
1544964840280073655,1.62619268894,1.47580945492,0.678659319878
1544964840329309941,1.6260368824,1.47586548328,0.680040359497
1544964840377500558,1.62588119507,1.47592139244,0.681421399117
1544964840441748898,1.60427117348,1.48228418827,0.666432976723
1544964840481615974,1.60401690006,1.48239135742,0.66757953167
1544964840532707242,1.60376250744,1.48249852657,0.668726086617
1544964840578795168,1.58708691597,1.49985563755,0.62565356493
1544964840630532447,1.58679759502,1.50006175041,0.626507520676
1544964840680094239,1.58664858341,1.50022900105,0.627375900745
1544964840728401707,1.59161973,1.49336540699,0.639705061913
1544964840779623624,1.59140574932,1.493522048,0.640622437
1544964840832015352,1.59121227264,1.4937517643,0.641340017319
1544964840878482679,1.59461939335,1.48656260967,0.654813826084
1544964840927758332,1.59444260597,1.48675501347,0.655630171299
1544964840978094078,1.52747797966,1.52943718433,0.577408611774
1544964841029313554,1.52695071697,1.5298191309,0.577876091003
1544964841081756631,1.5267418623,1.52994465828,0.578695297241
1544964841128259721,1.53991913795,1.51681649685,0.609957516193
1544964841180816680,1.53965651989,1.5169724226,0.610794305801
1544964841227332839,1.5393499136,1.51716327667,0.611588418484
1544964841280671039,1.63660347462,1.46683216095,0.702573537827
1544964841329414225,1.63638329506,1.46691465378,0.703529536724
1544964841377305249,1.63646709919,1.46687734127,0.704718053341
1544964841440733753,1.68734228611,1.43813204765,0.755377113819
1544964841479293842,1.687520504,1.43802011013,0.756698846817
1544964841530472397,1.68769884109,1.43790829182,0.75802052021
1544964841581837474,1.64557564259,1.46261394024,0.703642487526
1544964841628659766,1.64539432526,1.46269786358,0.704565763474
1544964841679991674,1.64521300793,1.46278178692,0.705489039421
1544964841727861191,1.67316806316,1.44130241871,0.744859039783
1544964841778119368,1.67308235168,1.44131052494,0.745911598206
1544964841829321147,1.67283058167,1.44150590897,0.746514797211
1544964841877805326,1.67268705368,1.44157922268,0.747411072254
1544964841927833916,1.67254364491,1.44165241718,0.748307347298
1544964841978112401,1.67232835293,1.44194602966,0.748748898506
1544964842028982019,1.63306736946,1.46073710918,0.70799690485
1544964842078862136,1.63286268711,1.4609721899,0.708553731441
1544964842127934984,1.63257181644,1.4611979723,0.709124207497
1544964842178303070,1.51693332195,1.53521668911,0.550868690014
1544964842231142023,1.5166695118,1.5354732275,0.551376581192
1544964842279273149,1.51602113247,1.53594791889,0.55141299963
1544964842330086346,1.60118734837,1.49256896973,0.644623219967
1544964842379290779,1.60095787048,1.49277579784,0.645158231258
1544964842430583508,1.60079288483,1.49298143387,0.645737349987
1544964842504511928,1.59358966351,1.50318789482,0.626672744751
1544964842529697637,1.59338521957,1.50341928005,0.62713855505
1544964842578731378,1.56472992897,1.51541507244,0.608442008495
1544964842629352378,1.56453633308,1.5155775547,0.608944833279
1544964842679925523,1.56423461437,1.51582169533,0.609357774258
1544964842729632868,1.54916679859,1.51415073872,0.609633743763
1544964842778607247,1.54884135723,1.51433968544,0.610093832016
1544964842831852675,1.54866576195,1.51446914673,0.610593616962
1544964842882076261,1.53953838348,1.5133523941,0.610310554504
1544964842927914553,1.5392241478,1.51351356506,0.610781311989
1544964842978286023,1.53904509544,1.51360630989,0.611237108707
1544964843028662451,1.5476654768,1.50479137897,0.625659048557
1544964843081197710,1.54744613171,1.50488078594,0.626198709011
1544964843131359802,1.54726850986,1.50496673584,0.626615524292
1544964843180314403,1.6178021431,1.46756672859,0.695184409618
1544964843227806153,1.61765646935,1.4676078558,0.695615410805
1544964843278875438,1.61770820618,1.46755349636,0.696309447289
1544964843329782416,1.62379014492,1.46323335171,0.702064931393
1544964843377761557,1.6236230135,1.46327960491,0.702435493469
1544964843428284767,1.62360751629,1.46325087547,0.703016161919
1544964843480444225,1.58333158493,1.48605453968,0.657341480255
1544964843530117676,1.58314394951,1.48607897758,0.657630980015
1544964843580267583,1.5829025507,1.48616051674,0.657914757729
1544964843627842023,1.6209757328,1.46952986717,0.687110841274
1544964843679433015,1.62091612816,1.46950793266,0.687511205673
1544964843731892251,1.59664011002,1.49157559872,0.637767136097
1544964843777577425,1.59642231464,1.49164056778,0.63792014122
1544964843828571987,1.59620440006,1.49170541763,0.638073146343
1544964843878759802,1.59019303322,1.50888645649,0.594403028488
1544964843927774911,1.5899463892,1.5089827776,0.594425499439
1544964843978753903,1.58969986439,1.5090790987,0.59444797039
1544964844031096237,1.57882106304,1.51532816887,0.581640779972
1544964844077342938,1.57852840424,1.51539027691,0.581722199917
1544964844128473890,1.57829928398,1.51532018185,0.581995546818
1544964844178809503,1.48666834831,1.56556534767,0.478764235973
1544964844228273752,1.48593020439,1.56583845615,0.478383392096
1544964844279545714,1.48578333855,1.56574082375,0.478663027287
1544964844329878567,1.54768764973,1.52571737766,0.562816739082
1544964844377858467,1.54748260975,1.52564132214,0.562982082367
1544964844427608380,1.54728400707,1.52556669712,0.563230037689
1544964844479671776,1.59466660023,1.49864935875,0.618775844574
1544964844528710913,1.59444952011,1.49850785732,0.618857324123
1544964844578951548,1.59441351891,1.49830973148,0.619234979153
1544964844629063774,1.57980120182,1.50152885914,0.615968346596
1544964844678392533,1.57952260971,1.50139653683,0.615954458714
1544964844730902962,1.63423240185,1.46963834763,0.679865717888
1544964844777775302,1.63399851322,1.46946263313,0.6798568964
1544964844829131984,1.6339713335,1.46919238567,0.680182218552
1544964844879594755,1.63394415379,1.46892213821,0.680507481098
1544964844927876201,1.63353598118,1.46881532669,0.680075645447
1544964844978069554,1.63339984417,1.46859180927,0.680184364319
1544964845029882230,1.69812369347,1.41207921505,0.792076945305
1544964845079286217,1.6981678009,1.4116653204,0.792438030243
1544964845128739984,1.69821202755,1.41125142574,0.792799174786
1544964845180511755,1.5570949316,1.49595928192,0.633945703506
1544964845227529891,1.55641853809,1.49599063396,0.633348941803
1544964845281807329,1.55611419678,1.49580276012,0.63290554285
1544964845329495517,1.58702373505,1.48861563206,0.644072473049
1544964845378082559,1.58663034439,1.48853468895,0.643586397171
1544964845430536254,1.58631885052,1.48836147785,0.643002271652
1544964845479842920,1.6706571579,1.44608354568,0.727432310581
1544964845531477067,1.67043483257,1.44588553905,0.726813793182
1544964845577589632,1.67038941383,1.44560742378,0.726512551308
1544964845628065089,1.6859408617,1.42658758163,0.76540261507
1544964845680682600,1.68565809727,1.42635369301,0.764560222626
1544964845728739453,1.68556988239,1.42602777481,0.764173924923
1544964845778837914,1.68663334846,1.43859171867,0.746628701687
1544964845828964963,1.68633675575,1.43833398819,0.745603859425
1544964845882146770,1.62927281857,1.46308219433,0.707481086254
1544964845927848545,1.62897610664,1.46281504631,0.706267058849
1544964845978106396,1.62856638432,1.46264064312,0.705219805241
