%time,field.x,field.y,field.z
1544966119681228425,1.56799995899,1.89139950275,3.74624943733
1544966119722493734,1.50327146053,1.88457846642,3.74045968056
1544966119863964338,1.58155715466,1.86880862713,3.73993730545
1544966120008108272,1.54200005531,1.89164686203,3.74497103691
1544966120151291673,1.50272858143,1.89958965778,3.74499225616
1544966120296216573,1.4894285202,1.89431917667,3.75296640396
1544966120439965522,1.55521428585,1.87106847763,3.74984145164
1544966120583732913,1.53021430969,1.84140920639,3.73915171623
1544966120727021547,1.4894285202,1.90726840496,3.74640226364
1544966120871222737,1.54291427135,1.86169064045,3.73577618599
1544966121014634004,1.55564284325,1.86903953552,3.73875188828
1544966121159237478,1.54154288769,1.90667450428,3.74948501587
1544966121447485141,1.59399998188,1.89118504524,3.74735689163
1544966121590140923,1.55521428585,1.87106847763,3.74984145164
1544966121734005475,1.50327146053,1.87162935734,3.74695587158
1544966121878360871,1.51805710793,1.81919765472,3.73127627373
1544966122024137222,1.51600003242,1.87897825241,3.75003790855
1544966122167235819,1.54382860661,1.80593514442,3.7389960289
1544966122311432952,1.56760001183,1.88049578667,3.76383662224
1544966122453714119,1.58155715466,1.84287726879,3.75278306007
1544966122600360884,1.50327146053,1.85864722729,3.75341248512
1544966122741041784,1.59468567371,1.84827971458,3.74456143379
1544966122887769036,1.56840002537,1.8634557724,3.74814009666
1544966123029353636,1.62028574944,1.86305987835,3.75017094612
1544966123463263529,1.56799995899,1.86546826363,3.7592291832
1544966123604286387,1.51600003242,1.86599612236,3.75651478767
1544966123750518788,1.54291427135,1.83575940132,3.74858689308
1544966123892823975,1.54245710373,1.85072100163,3.75329947472
1544966124038049215,1.54200005531,1.8657156229,3.75795698166
1544966124180398374,1.52972853184,1.84337222576,3.75025463104
1544966124470079255,1.52924287319,1.85835027695,3.7549366951
1544966124610835231,1.5165143013,1.85100150108,3.7518632412
1544966124758695201,1.46399998665,1.86665594578,3.75311875343
1544966124899361677,1.59468567371,1.83529758453,3.75094127655
1544966125046110140,1.54200005531,1.8657156229,3.75795698166
1544966125187469019,1.49057137966,1.85131490231,3.75025725365
1544966125333375466,1.50327146053,1.85864722729,3.75341248512
1544966125474363166,1.54291427135,1.83575940132,3.74858689308
1544966125621259634,1.55564284325,1.84310829639,3.75160336494
1544966125762945100,1.56799995899,1.86546826363,3.7592291832
1544966125909920128,1.54200005531,1.8657156229,3.75795698166
1544966126050627764,1.50327146053,1.85864722729,3.75341248512
1544966126483588091,1.55478572845,1.87309741974,3.76092362404
