%time,field.x,field.y,field.z
1544968120865197280,0.163427352905,0.645892083645,2.51701164246
1544968120865312576,0.159966155887,0.642920196056,2.51646161079
1544968120865421151,0.156746596098,0.640184342861,2.51669859886
1544968120878754905,0.239720463753,0.631802678108,2.60768270493
1544968120931311612,0.236362531781,0.628561973572,2.6077337265
1544968120980001202,0.233384922147,0.625597715378,2.60820865631
1544968121041508702,0.316824883223,0.581317543983,2.66860604286
1544968121077949775,0.314082473516,0.578065335751,2.66901874542
1544968121138645508,0.383761763573,0.523359000683,2.69968509674
1544968121178064244,0.380716085434,0.520127534866,2.69944143295
1544968121228710144,0.378100097179,0.516702234745,2.69968032837
1544968121291666868,0.459051638842,0.44881850481,2.71841263771
1544968121329184982,0.45615079999,0.445776104927,2.71852755547
1544968121378770616,0.45375341177,0.44224768877,2.71879029274
1544968121448737721,0.543499052525,0.361876994371,2.7210752964
1544968121477906355,0.541406452656,0.358211487532,2.72101974487
1544968121527515539,0.539313912392,0.35454595089,2.72096395493
1544968121607120010,0.604063391685,0.261608362198,2.69407939911
1544968121628580761,0.602154016495,0.257804483175,2.69376444817
1544968121685316715,0.600037872791,0.254780620337,2.6929693222
1544968121728976252,0.666565179825,0.159260675311,2.65872502327
1544968121779644190,0.664927363396,0.15526868403,2.65807175636
1544968121830432112,0.663189947605,0.152146175504,2.6571726799
1544968121877935822,0.726128757,0.0801605135202,2.63070964813
1544968121929855697,0.724804997444,0.0761021152139,2.62983202934
1544968121977876749,0.723413944244,0.0726613253355,2.62907576561
1544968122050942846,0.782503604889,0.0137486234307,2.61133360863
1544968122078426296,0.781146883965,0.00982139352709,2.60981345177
1544968122127457960,0.77999651432,0.00575828272849,2.60864186287
1544968122187475044,0.86117875576,-0.0351328663528,2.60887074471
1544968122230313584,0.859667539597,-0.0395585000515,2.60756754875
1544968122295989884,0.952027022839,-0.0689027011395,2.61682462692
1544968122328464178,0.950660765171,-0.0738068670034,2.61515784264
1544968122378538597,0.949801325798,-0.0784718543291,2.61377882957
1544968122428261298,1.04805064201,-0.109376683831,2.60450553894
1544968122479295738,1.04675507545,-0.114840075374,2.60308790207
1544968122529558494,1.04608285427,-0.119928821921,2.6016638279
1544968122588688911,1.17365658283,-0.146919593215,2.59511017799
1544968122628250862,1.17333972454,-0.152414321899,2.59372663498
1544968122678185604,1.17302298546,-0.157909065485,2.59234309196
1544968122728491289,1.27263891697,-0.178959324956,2.58151268959
1544968122777975899,1.27243864536,-0.184778228402,2.58030557632
1544968122844780969,1.27127814293,-0.191167399287,2.57957458496
1544968122878072117,1.35309636593,-0.194961234927,2.58067536354
1544968122927433514,1.35296905041,-0.200970306993,2.57964706421
1544968122993334099,1.35174810886,-0.207531392574,2.57926154137
1544968123029288225,1.41000008583,-0.187138274312,2.60954904556
1544968123078562925,1.4098085165,-0.193196296692,2.60891199112
1544968123127927082,1.40888702869,-0.199813380837,2.60908198357
1544968123180283979,1.43636345863,-0.188000842929,2.62660932541
1544968123228391159,1.4359266758,-0.194483295083,2.6265912056
1544968123281841029,1.43558049202,-0.200767382979,2.62642860413
1544968123330261216,1.43568491936,-0.207243397832,2.62634968758
1544968123379137107,1.43548214436,-0.213588580489,2.62621378899
1544968123430344870,1.49746882915,-0.200144127011,2.64052009583
1544968123479030446,1.49759984016,-0.206383109093,2.64046168327
