%time,field.x,field.y,field.z
1544968120865457255,0.362114280462,0.623785734177,2.7365424633
1544968120980654944,0.44187143445,0.522345304489,2.75635719299
1544968121123477944,0.504400014877,0.437647998333,2.7500808239
1544968121272914375,0.585500001907,0.351284652948,2.74639558792
1544968121410785884,0.679642856121,0.247773990035,2.72563648224
1544968121554957092,0.701842844486,0.130505904555,2.65572690964
1544968121698649146,0.765714287758,0.0261292234063,2.60986566544
1544968121842890792,0.819357156754,-0.0183844827116,2.59359121323
1544968121987163802,0.869542837143,-0.0655540004373,2.58698630333
1544968122130616754,0.979600012302,-0.0881036520004,2.61088514328
1544968122274153096,1.10800004005,-0.110669799149,2.63432884216
1544968122417765554,1.19838571548,-0.149179056287,2.59253096581
1544968122561593231,1.36361432076,-0.177716657519,2.58725190163
1544968122704820211,1.41964280605,-0.200381785631,2.5667219162
1544968122850243722,1.47232854366,-0.191738024354,2.58377337456
1544968122993708897,1.49479997158,-0.148758426309,2.65441966057
1544968123138034742,1.4765714407,-0.161987990141,2.65237569809
1544968123424570598,1.56771433353,-0.177790895104,2.65683317184
1544968123569779425,1.77781426907,-0.12102086097,2.72989559174
1544968123713362939,1.823828578,-0.136815518141,2.71068835258
1544968123857471709,1.9523999691,-0.145723208785,2.69365906715
1544968124000743622,2.00760006905,-0.144486024976,2.69040250778
1544968124144575052,2.09198570251,-0.12610155344,2.70260882378
1544968124289365922,2.07249999046,-0.137351632118,2.69181680679
1544968124433138275,2.18038582802,-0.140766248107,2.65701007843
1544968124577078747,2.32748579979,-0.0616610087454,2.70627188683
1544968124720454945,2.55749988556,0.0365627668798,2.74232697487
1544968124879982028,2.54049992561,-0.0257745664567,2.66225385666
1544968125024151191,2.60150003433,0.0137326885015,2.67299628258
1544968125152363891,2.74107146263,-0.100846596062,2.45331549644
1544968125310764582,2.28035712242,0.155859827995,2.8457300663
1544968125743092994,2.3191857338,0.386189609766,2.95983695984
1544968126030600748,2.36958575249,0.471126079559,3.01043248177
1544968126175334297,2.4977285862,0.526271283627,3.0144469738
1544968126462701032,2.9191429615,0.270282417536,2.60229754448
1544968126606396851,2.87022852898,0.37664681673,2.70213341713
1544968126749726632,2.82382845879,0.508414626122,2.81565380096
1544968126893783487,2.9465713501,0.557060539722,2.78127670288
1544968127037290733,2.85841417313,0.579981327057,2.8099091053
1544968127183545485,2.77217149734,0.536457359791,2.77648687363
1544968127325885123,2.85089993477,0.700960934162,2.83327078819
1544968127469671451,2.79040002823,0.735890626907,2.88418674469
1544968127613084190,2.63251423836,0.692605853081,2.86228322983
1544968127756589870,2.83617138863,0.782639503479,2.79771471024
1544968127901943755,2.91478562355,0.879659116268,2.77572035789
1544968128045724383,2.93319988251,0.970575273037,2.77070784569
1544968128189655152,2.92464280128,1.02341938019,2.76072049141
1544968128334617391,3.02228569984,1.17878425121,2.76113319397
1544968128477128150,2.97297143936,1.27963912487,2.78511476517
1544968128621142482,2.93135714531,1.38665509224,2.7933371067
1544968128765396826,2.901014328,1.48897814751,2.80304479599
1544968128908585784,3.00349998474,1.61449408531,2.76486825943
1544968129052466176,3.00752854347,1.76920747757,2.77781867981
1544968129196599013,3.11754274368,1.77846980095,2.68111395836
1544968129484777791,3.04634284973,1.94529104233,2.7637181282
1544968129628914380,3.07240009308,1.98164761066,2.74195742607
